nFeature_RNA	nCount_RNA	stage	version
852	3002	larval	version_1
1685	6766	larval	version_1
2869	19277	larval	version_1
1217	4219	larval	version_1
2052	9152	larval	version_1
998	3424	larval	version_1
1107	4822	larval	version_1
1471	5647	larval	version_1
1465	5439	larval	version_1
2144	7508	larval	version_1
1025	4222	larval	version_1
1107	3270	larval	version_1
2895	22677	larval	version_1
1146	4253	larval	version_1
1054	3563	larval	version_1
1536	6389	larval	version_1
1006	3882	larval	version_1
2123	7361	larval	version_1
1000	3323	larval	version_1
763	3638	larval	version_1
1893	6001	larval	version_1
1774	5804	larval	version_1
1296	4077	larval	version_1
953	3136	larval	version_1
2504	10421	larval	version_1
1374	4545	larval	version_1
2157	12456	larval	version_1
1195	4350	larval	version_1
1138	3717	larval	version_1
975	4299	larval	version_1
1369	5255	larval	version_1
894	3042	larval	version_1
1314	3955	larval	version_1
1136	3648	larval	version_1
2845	19232	larval	version_1
2661	12922	larval	version_1
1121	3319	larval	version_1
1200	3883	larval	version_1
931	3404	larval	version_1
865	3430	larval	version_1
953	3160	larval	version_1
1220	4346	larval	version_1
1051	2879	larval	version_1
2379	8229	larval	version_1
1774	6724	larval	version_1
2009	7153	larval	version_1
1636	9032	larval	version_1
1180	3796	larval	version_1
1531	5789	larval	version_1
1547	5133	larval	version_1
1053	3513	larval	version_1
2248	9341	larval	version_1
1367	4522	larval	version_1
1350	3267	larval	version_1
1794	8270	larval	version_1
2044	6613	larval	version_1
1821	8028	larval	version_1
1681	6813	larval	version_1
2065	7203	larval	version_1
898	3237	larval	version_1
1230	3829	larval	version_1
1706	7091	larval	version_1
1658	5666	larval	version_1
1707	6670	larval	version_1
1748	7641	larval	version_1
1174	2888	larval	version_1
1210	4598	larval	version_1
1239	4010	larval	version_1
3787	29853	larval	version_1
872	2691	larval	version_1
2418	8336	larval	version_1
868	2817	larval	version_1
2263	14106	larval	version_1
1269	9066	larval	version_1
1685	6042	larval	version_1
1044	3054	larval	version_1
1192	4628	larval	version_1
1240	3701	larval	version_1
1101	3773	larval	version_1
2173	7086	larval	version_1
1005	2757	larval	version_1
2009	11932	larval	version_1
1474	4943	larval	version_1
1691	6507	larval	version_1
1633	7510	larval	version_1
1976	12017	larval	version_1
1207	3430	larval	version_1
1260	3269	larval	version_1
2976	14078	larval	version_1
875	3175	larval	version_1
1211	3875	larval	version_1
2107	12431	larval	version_1
1060	4620	larval	version_1
2325	12331	larval	version_1
2360	12320	larval	version_1
1900	7170	larval	version_1
963	3768	larval	version_1
1065	6225	larval	version_1
1263	4401	larval	version_1
2041	9323	larval	version_1
1323	5355	larval	version_1
1002	3306	larval	version_1
1488	6644	larval	version_1
1543	5866	larval	version_1
1884	12014	larval	version_1
1248	4535	larval	version_1
2468	8082	larval	version_1
2129	12994	larval	version_1
1283	4731	larval	version_1
1283	5895	larval	version_1
1555	7649	larval	version_1
1276	2942	larval	version_1
790	2572	larval	version_1
1217	3416	larval	version_1
2774	19218	larval	version_1
2421	13535	larval	version_1
1488	4606	larval	version_1
1601	5264	larval	version_1
1288	4996	larval	version_1
1763	5169	larval	version_1
1611	6665	larval	version_1
1040	3171	larval	version_1
1127	4863	larval	version_1
2259	7364	larval	version_1
1126	2889	larval	version_1
1816	5940	larval	version_1
1393	5149	larval	version_1
1535	4883	larval	version_1
1294	3638	larval	version_1
941	4511	larval	version_1
1301	5098	larval	version_1
1250	4708	larval	version_1
2009	9204	larval	version_1
1569	5774	larval	version_1
1840	6225	larval	version_1
1530	6387	larval	version_1
1589	5239	larval	version_1
1990	6907	larval	version_1
1288	4546	larval	version_1
1666	4534	larval	version_1
1825	4676	larval	version_1
1028	3553	larval	version_1
1054	2570	larval	version_1
2107	10608	larval	version_1
1203	5381	larval	version_1
1356	4912	larval	version_1
1967	11218	larval	version_1
1111	4125	larval	version_1
1567	4721	larval	version_1
793	2519	larval	version_1
1139	4304	larval	version_1
1905	6960	larval	version_1
831	2665	larval	version_1
1028	3064	larval	version_1
939	2908	larval	version_1
1110	3733	larval	version_1
1563	7883	larval	version_1
1245	4318	larval	version_1
1284	4782	larval	version_1
1940	8087	larval	version_1
1418	5468	larval	version_1
1421	4828	larval	version_1
1332	4961	larval	version_1
1903	8158	larval	version_1
1643	6235	larval	version_1
2463	14719	larval	version_1
1529	5058	larval	version_1
2134	8111	larval	version_1
841	2772	larval	version_1
995	3188	larval	version_1
767	2505	larval	version_1
1364	4816	larval	version_1
2905	12542	larval	version_1
1190	4415	larval	version_1
1424	6859	larval	version_1
1137	3433	larval	version_1
1397	4321	larval	version_1
2045	8611	larval	version_1
963	4022	larval	version_1
1197	5485	larval	version_1
851	2732	larval	version_1
1450	4581	larval	version_1
880	2912	larval	version_1
1579	4522	larval	version_1
1691	6099	larval	version_1
1274	4766	larval	version_1
1681	5382	larval	version_1
1337	5493	larval	version_1
1612	6388	larval	version_1
1484	5924	larval	version_1
928	3360	larval	version_1
1532	4211	larval	version_1
1488	6325	larval	version_1
1370	4247	larval	version_1
2053	8342	larval	version_1
989	2930	larval	version_1
856	2678	larval	version_1
1906	5776	larval	version_1
1185	3851	larval	version_1
1234	4686	larval	version_1
824	3556	larval	version_1
1631	5179	larval	version_1
1464	4277	larval	version_1
1609	4970	larval	version_1
1214	5578	larval	version_1
759	2584	larval	version_1
1823	7202	larval	version_1
1124	3499	larval	version_1
3077	21517	larval	version_1
1721	20095	larval	version_1
1074	3629	larval	version_1
1177	2826	larval	version_1
2539	16253	larval	version_1
1395	4007	larval	version_1
1584	5554	larval	version_1
1645	8688	larval	version_1
1006	2837	larval	version_1
1290	4873	larval	version_1
1149	4441	larval	version_1
1158	3732	larval	version_1
1999	11643	larval	version_1
1429	6334	larval	version_1
1605	5978	larval	version_1
1112	2827	larval	version_1
1899	6844	larval	version_1
1508	5080	larval	version_1
1364	4841	larval	version_1
1396	4531	larval	version_1
946	3052	larval	version_1
1469	4852	larval	version_1
832	10755	larval	version_1
2584	10699	larval	version_1
1048	4403	larval	version_1
1398	4197	larval	version_1
1367	3975	larval	version_1
1829	6270	larval	version_1
1445	5037	larval	version_1
992	4116	larval	version_1
1862	8102	larval	version_1
1249	6399	larval	version_1
888	4155	larval	version_1
1000	3572	larval	version_1
1067	4275	larval	version_1
877	3092	larval	version_1
1545	4023	larval	version_1
1285	3620	larval	version_1
1541	6310	larval	version_1
1093	4207	larval	version_1
1284	3662	larval	version_1
1215	4282	larval	version_1
1197	3991	larval	version_1
1366	5725	larval	version_1
1810	4811	larval	version_1
945	2824	larval	version_1
1236	3551	larval	version_1
1145	4513	larval	version_1
1756	5666	larval	version_1
1191	6070	larval	version_1
959	2817	larval	version_1
841	2863	larval	version_1
2409	17141	larval	version_1
1869	8328	larval	version_1
2054	9802	larval	version_1
1182	3430	larval	version_1
2876	18231	larval	version_1
910	3282	larval	version_1
1338	4613	larval	version_1
1539	6326	larval	version_1
1287	4715	larval	version_1
2892	16017	larval	version_1
1638	6016	larval	version_1
2043	7439	larval	version_1
2346	9887	larval	version_1
1261	5609	larval	version_1
1461	4793	larval	version_1
1042	3927	larval	version_1
1482	5661	larval	version_1
970	4528	larval	version_1
1624	4294	larval	version_1
1268	4006	larval	version_1
1331	4344	larval	version_1
1241	3962	larval	version_1
1628	5423	larval	version_1
1948	5755	larval	version_1
2383	11118	larval	version_1
1496	4978	larval	version_1
2147	7716	larval	version_1
1097	2750	larval	version_1
1341	4519	larval	version_1
1456	3352	larval	version_1
1399	4752	larval	version_1
1355	3666	larval	version_1
1381	4407	larval	version_1
1734	4734	larval	version_1
1147	3871	larval	version_1
1255	4053	larval	version_1
1292	4360	larval	version_1
1244	6128	larval	version_1
1114	4210	larval	version_1
975	3229	larval	version_1
1473	5385	larval	version_1
1170	3186	larval	version_1
906	2631	larval	version_1
2171	10804	larval	version_1
1177	3342	larval	version_1
1127	3316	larval	version_1
1329	4334	larval	version_1
1290	4683	larval	version_1
1461	6528	larval	version_1
1064	3251	larval	version_1
1223	4010	larval	version_1
1934	7640	larval	version_1
1677	6744	larval	version_1
2090	9830	larval	version_1
1847	8605	larval	version_1
1535	6359	larval	version_1
1772	6182	larval	version_1
1542	7066	larval	version_1
1636	6649	larval	version_1
1982	5700	larval	version_1
2344	15065	larval	version_1
1022	3870	larval	version_1
2442	14388	larval	version_1
1107	2580	larval	version_1
1063	4419	larval	version_1
1236	5204	larval	version_1
1398	3640	larval	version_1
1027	2923	larval	version_1
1798	5885	larval	version_1
912	3345	larval	version_1
2046	7851	larval	version_1
916	2916	larval	version_1
1850	8449	larval	version_1
2627	14374	larval	version_1
1149	4307	larval	version_1
901	3435	larval	version_1
1529	6478	larval	version_1
828	3086	larval	version_1
1235	4123	larval	version_1
1876	7208	larval	version_1
1839	6694	larval	version_1
1419	4780	larval	version_1
3278	25295	larval	version_1
1471	7544	larval	version_1
1283	6350	larval	version_1
1245	5048	larval	version_1
1242	3444	larval	version_1
975	3328	larval	version_1
1095	3483	larval	version_1
2439	11520	larval	version_1
1030	3012	larval	version_1
1937	6227	larval	version_1
1123	3468	larval	version_1
990	2933	larval	version_1
1289	5112	larval	version_1
1134	3697	larval	version_1
1596	5887	larval	version_1
1135	4109	larval	version_1
1462	5145	larval	version_1
1288	3452	larval	version_1
948	2879	larval	version_1
1576	6149	larval	version_1
2534	11938	larval	version_1
2130	18290	larval	version_1
1236	3757	larval	version_1
1587	7002	larval	version_1
1258	3203	larval	version_1
1946	6290	larval	version_1
812	2533	larval	version_1
903	2636	larval	version_1
1713	4586	larval	version_1
1670	6007	larval	version_1
870	2484	larval	version_1
1519	5721	larval	version_1
1406	4425	larval	version_1
1084	4303	larval	version_1
1612	5118	larval	version_1
1675	7693	larval	version_1
2988	14967	larval	version_1
800	10617	larval	version_1
1087	3475	larval	version_1
1318	4934	larval	version_1
995	3907	larval	version_1
925	2888	larval	version_1
1911	10558	larval	version_1
1292	4375	larval	version_1
1587	5716	larval	version_1
1150	4121	larval	version_1
1516	4401	larval	version_1
1141	5083	larval	version_1
1906	10162	larval	version_1
969	2771	larval	version_1
1216	3912	larval	version_1
1579	6176	larval	version_1
1148	4205	larval	version_1
1129	3123	larval	version_1
1369	4880	larval	version_1
1830	7755	larval	version_1
742	4484	larval	version_1
1188	3504	larval	version_1
1189	3364	larval	version_1
1355	5215	larval	version_1
1568	4967	larval	version_1
1458	5621	larval	version_1
3146	27299	larval	version_1
1414	6350	larval	version_1
1339	4887	larval	version_1
1257	4377	larval	version_1
2221	11576	larval	version_1
2119	8863	larval	version_1
956	3573	larval	version_1
1737	11674	larval	version_1
1164	4566	larval	version_1
1522	5912	larval	version_1
1291	4494	larval	version_1
1744	7340	larval	version_1
1482	5253	larval	version_1
1455	4936	larval	version_1
1380	5548	larval	version_1
1750	6671	larval	version_1
971	3702	larval	version_1
2728	21110	larval	version_1
1211	4251	larval	version_1
1648	7057	larval	version_1
1644	5736	larval	version_1
2117	9024	larval	version_1
2604	13878	larval	version_1
2323	10375	larval	version_1
1502	6253	larval	version_1
922	2678	larval	version_1
1235	5428	larval	version_1
1011	3071	larval	version_1
1348	4592	larval	version_1
1994	7312	larval	version_1
1057	4775	larval	version_1
1148	2706	larval	version_1
1822	7369	larval	version_1
1190	4124	larval	version_1
2130	7793	larval	version_1
1070	4027	larval	version_1
1690	7582	larval	version_1
1324	3901	larval	version_1
1358	3901	larval	version_1
1478	4093	larval	version_1
1528	7635	larval	version_1
877	3005	larval	version_1
1055	4931	larval	version_1
1289	5096	larval	version_1
3216	27735	larval	version_1
882	2734	larval	version_1
1197	4253	larval	version_1
1046	4495	larval	version_1
1271	3078	larval	version_1
1367	5778	larval	version_1
921	3561	larval	version_1
1255	4497	larval	version_1
1654	6275	larval	version_1
2059	5862	larval	version_1
1113	3802	larval	version_1
1187	4279	larval	version_1
1061	3286	larval	version_1
2733	13490	larval	version_1
1536	4824	larval	version_1
2003	7321	larval	version_1
1564	5323	larval	version_1
2924	16122	larval	version_1
1140	4128	larval	version_1
1064	3885	larval	version_1
1595	6540	larval	version_1
1473	7933	larval	version_1
714	2813	larval	version_1
1162	4086	larval	version_1
1543	5207	larval	version_1
2829	23148	larval	version_1
1068	2882	larval	version_1
1384	4463	larval	version_1
2722	14221	larval	version_1
1186	4833	larval	version_1
1842	6701	larval	version_1
2025	11341	larval	version_1
1659	7391	larval	version_1
1642	5624	larval	version_1
998	3470	larval	version_1
2529	12374	larval	version_1
951	2487	larval	version_1
1673	5620	larval	version_1
1228	4952	larval	version_1
2084	7631	larval	version_1
1970	6716	larval	version_1
1254	2775	larval	version_1
1008	3656	larval	version_1
1085	2946	larval	version_1
1037	4099	larval	version_1
1495	5552	larval	version_1
1206	4451	larval	version_1
1166	4563	larval	version_1
1586	7310	larval	version_1
787	3915	larval	version_1
1015	4939	larval	version_1
2395	14287	larval	version_1
1619	4999	larval	version_1
3707	29517	larval	version_1
2669	14964	larval	version_1
2644	10737	larval	version_1
1346	6053	larval	version_1
1266	4393	larval	version_1
1342	6588	larval	version_1
1079	3460	larval	version_1
944	2597	larval	version_1
1492	4562	larval	version_1
1251	4759	larval	version_1
2389	14701	larval	version_1
799	3488	larval	version_1
1350	3811	larval	version_1
1388	8690	larval	version_1
1010	3677	larval	version_1
1053	3704	larval	version_1
2057	18131	larval	version_1
1487	5260	larval	version_1
1870	7304	larval	version_1
1871	7128	larval	version_1
895	3567	larval	version_1
2442	14584	larval	version_1
1306	5361	larval	version_1
1603	8281	larval	version_1
2242	9932	larval	version_1
1064	4431	larval	version_1
1656	4331	larval	version_1
1004	3358	larval	version_1
2362	10868	larval	version_1
1563	5850	larval	version_1
1449	5487	larval	version_1
1190	4839	larval	version_1
1604	6544	larval	version_1
1384	4482	larval	version_1
1326	4980	larval	version_1
3057	15807	larval	version_1
1382	3994	larval	version_1
1388	4912	larval	version_1
2282	13585	larval	version_1
1185	3717	larval	version_1
1130	4633	larval	version_1
791	3355	larval	version_1
1053	3686	larval	version_1
1327	5929	larval	version_1
1477	4812	larval	version_1
1570	5874	larval	version_1
1463	6423	larval	version_1
938	3790	larval	version_1
1458	5426	larval	version_1
1547	8668	larval	version_1
1463	6613	larval	version_1
2201	12247	larval	version_1
1497	6098	larval	version_1
1213	4835	larval	version_1
910	2951	larval	version_1
2162	7814	larval	version_1
1789	7406	larval	version_1
2332	8979	larval	version_1
1124	5836	larval	version_1
2039	6971	larval	version_1
1108	2968	larval	version_1
2746	13347	larval	version_1
1058	4027	larval	version_1
1032	4568	larval	version_1
2048	8321	larval	version_1
1383	5045	larval	version_1
1321	4500	larval	version_1
1742	7719	larval	version_1
1886	6751	larval	version_1
872	2848	larval	version_1
1542	4889	larval	version_1
2279	12346	larval	version_1
772	2876	larval	version_1
2336	14295	larval	version_1
1757	7933	larval	version_1
1400	5617	larval	version_1
1321	4863	larval	version_1
966	3895	larval	version_1
1477	3927	larval	version_1
1720	7847	larval	version_1
1491	6244	larval	version_1
